architecture_depth,dependency_span,family_id,first_top1_layer,model_seed,nuisance_count,pattern_length,position_mode,predictive_order,regime,settling_delay,span_mode,stable_top1_layer,top1_reversal_count
8,2,"redundant:(2, 2):6",3,11,4,2,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(2, 2):0",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 0):1",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 1):2",4,11,4,2,aligned,2,redundant,0,sparse,4,1
8,3,"redundant:(3, 0):3",7,11,4,2,aligned,2,redundant,0,sparse,7,1
8,3,"redundant:(1, 3):4",3,11,4,2,aligned,2,redundant,4,sparse,7,3
8,3,"redundant:(3, 2):5",5,11,4,2,aligned,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 2):6",5,11,4,2,aligned,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 2):7",5,11,4,2,aligned,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 1):0",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 1):1",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 1):2",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 3):3",10,11,4,2,aligned,2,redundant,8,sparse,18,3
8,3,"redundant:(0, 1):4",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 2):5",6,11,4,2,aligned,2,redundant,0,sparse,6,1
8,3,"redundant:(1, 2):6",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 1):7",8,11,4,2,aligned,2,redundant,0,sparse,8,1
8,3,"redundant:(1, 3):0",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 2):1",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 0):2",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 3):4",5,11,4,2,aligned,2,redundant,0,sparse,5,1
8,3,"redundant:(1, 3):5",3,11,4,2,aligned,2,redundant,2,sparse,5,3
8,3,"redundant:(2, 1):6",4,11,4,2,aligned,2,redundant,0,sparse,4,1
8,3,"redundant:(1, 2):7",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 2):0",5,11,4,2,aligned,2,redundant,4,sparse,9,3
8,3,"redundant:(1, 3):1",3,11,4,2,aligned,2,redundant,2,sparse,5,3
8,3,"redundant:(1, 2):2",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 3):3",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 0):4",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 2):6",3,11,4,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 2):0",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 0):1",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 1):2",4,11,4,2,randomized,2,redundant,0,sparse,4,1
8,3,"redundant:(3, 0):3",7,11,4,2,randomized,2,redundant,0,sparse,7,1
8,3,"redundant:(1, 3):4",3,11,4,2,randomized,2,redundant,4,sparse,7,3
8,3,"redundant:(3, 2):5",5,11,4,2,randomized,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 2):6",5,11,4,2,randomized,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 2):7",5,11,4,2,randomized,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 1):0",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 1):1",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 1):2",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 3):3",10,11,4,2,randomized,2,redundant,7,sparse,17,3
8,3,"redundant:(0, 1):4",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 2):5",6,11,4,2,randomized,2,redundant,2,sparse,8,3
8,3,"redundant:(1, 2):6",5,11,4,2,randomized,2,redundant,0,sparse,5,1
8,3,"redundant:(2, 1):7",8,11,4,2,randomized,2,redundant,4,sparse,12,3
8,3,"redundant:(1, 3):0",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 2):1",5,11,4,2,randomized,2,redundant,0,sparse,5,1
8,3,"redundant:(2, 0):2",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 3):4",5,11,4,2,randomized,2,redundant,0,sparse,5,1
8,3,"redundant:(1, 3):5",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 1):6",4,11,4,2,randomized,2,redundant,6,sparse,10,7
8,3,"redundant:(1, 2):7",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 2):0",6,11,4,2,randomized,2,redundant,3,sparse,9,3
8,3,"redundant:(1, 3):1",3,11,4,2,randomized,2,redundant,6,sparse,9,3
8,3,"redundant:(1, 2):2",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 3):3",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 0):4",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 2):6",3,11,4,2,randomized,2,redundant,0,sparse,3,1
8,2,"redundant:(2, 2):0",6,11,8,2,aligned,2,redundant,0,contiguous,6,1
8,2,"redundant:(1, 1):1",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 1):2",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 3):3",7,11,8,2,aligned,2,redundant,0,contiguous,7,1
8,2,"redundant:(3, 0):4",7,11,8,2,aligned,2,redundant,0,contiguous,7,1
8,2,"redundant:(0, 0):5",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(2, 3):6",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 1):7",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 1):0",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 3):1",6,11,8,2,aligned,2,redundant,8,contiguous,14,9
8,2,"redundant:(0, 1):2",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 1):3",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 1):4",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(2, 2):5",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(3, 2):6",5,11,8,2,aligned,2,redundant,4,contiguous,9,3
8,2,"redundant:(3, 2):7",5,11,8,2,aligned,2,redundant,4,contiguous,9,3
8,2,"redundant:(3, 1):1",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(3, 1):2",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(2, 3):3",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 0):4",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 0):5",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 3):6",5,11,8,2,aligned,2,redundant,0,contiguous,5,1
8,2,"redundant:(1, 1):7",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 3):0",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 0):2",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(2, 0):3",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 3):4",5,11,8,2,aligned,2,redundant,0,contiguous,5,1
8,2,"redundant:(0, 3):5",5,11,8,2,aligned,2,redundant,0,contiguous,5,1
8,2,"redundant:(2, 0):6",3,11,8,2,aligned,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 3):7",3,11,8,2,aligned,2,redundant,2,contiguous,5,3
8,2,"redundant:(2, 2):0",6,11,8,2,randomized,2,redundant,0,contiguous,6,1
8,2,"redundant:(1, 1):1",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 1):2",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 3):3",5,11,8,2,randomized,2,redundant,0,contiguous,5,1
8,2,"redundant:(3, 0):4",7,11,8,2,randomized,2,redundant,0,contiguous,7,1
8,2,"redundant:(0, 0):5",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(2, 3):6",4,11,8,2,randomized,2,redundant,0,contiguous,4,1
8,2,"redundant:(0, 1):7",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 1):0",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 3):1",6,11,8,2,randomized,2,redundant,16,contiguous,22,7
8,2,"redundant:(0, 1):2",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 1):3",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 1):4",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(2, 2):5",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(3, 2):6",5,11,8,2,randomized,2,redundant,4,contiguous,9,3
8,2,"redundant:(3, 2):7",5,11,8,2,randomized,2,redundant,4,contiguous,9,3
8,2,"redundant:(3, 1):1",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(3, 1):2",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(2, 3):3",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 0):4",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 0):5",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 3):6",5,11,8,2,randomized,2,redundant,0,contiguous,5,1
8,2,"redundant:(1, 1):7",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 3):0",3,11,8,2,randomized,2,redundant,6,contiguous,9,3
8,2,"redundant:(1, 0):2",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(2, 0):3",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(0, 3):4",5,11,8,2,randomized,2,redundant,0,contiguous,5,1
8,2,"redundant:(0, 3):5",5,11,8,2,randomized,2,redundant,0,contiguous,5,1
8,2,"redundant:(2, 0):6",3,11,8,2,randomized,2,redundant,0,contiguous,3,1
8,2,"redundant:(1, 3):7",5,11,8,2,randomized,2,redundant,0,contiguous,5,1
8,3,"redundant:(2, 2):0",6,11,8,2,aligned,2,redundant,0,sparse,6,1
8,3,"redundant:(1, 1):1",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 1):2",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 3):3",7,11,8,2,aligned,2,redundant,0,sparse,7,1
8,3,"redundant:(3, 0):4",7,11,8,2,aligned,2,redundant,0,sparse,7,1
8,3,"redundant:(0, 0):5",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 3):6",5,11,8,2,aligned,2,redundant,0,sparse,5,1
8,3,"redundant:(0, 1):7",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 1):0",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 3):1",6,11,8,2,aligned,2,redundant,16,sparse,22,17
8,3,"redundant:(0, 1):2",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 1):3",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 1):4",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 2):5",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 2):6",5,11,8,2,aligned,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 2):7",5,11,8,2,aligned,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 1):1",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 1):2",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 3):3",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 0):4",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 0):5",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 3):6",5,11,8,2,aligned,2,redundant,0,sparse,5,1
8,3,"redundant:(1, 1):7",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 3):0",3,11,8,2,aligned,2,redundant,2,sparse,5,3
8,3,"redundant:(1, 0):2",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 0):3",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 3):4",5,11,8,2,aligned,2,redundant,0,sparse,5,1
8,3,"redundant:(0, 3):5",5,11,8,2,aligned,2,redundant,0,sparse,5,1
8,3,"redundant:(2, 0):6",3,11,8,2,aligned,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 3):7",5,11,8,2,aligned,2,redundant,0,sparse,5,1
8,3,"redundant:(2, 2):0",6,11,8,2,randomized,2,redundant,4,sparse,10,5
8,3,"redundant:(1, 1):1",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 1):2",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 3):3",5,11,8,2,randomized,2,redundant,0,sparse,5,1
8,3,"redundant:(3, 0):4",7,11,8,2,randomized,2,redundant,0,sparse,7,1
8,3,"redundant:(0, 0):5",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 3):6",4,11,8,2,randomized,2,redundant,0,sparse,4,1
8,3,"redundant:(0, 1):7",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 1):0",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 3):1",6,11,8,2,randomized,2,redundant,16,sparse,22,5
8,3,"redundant:(0, 1):2",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 1):3",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 1):4",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 2):5",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 2):6",5,11,8,2,randomized,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 2):7",5,11,8,2,randomized,2,redundant,4,sparse,9,3
8,3,"redundant:(3, 1):1",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(3, 1):2",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 3):3",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 0):4",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 0):5",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 3):6",5,11,8,2,randomized,2,redundant,0,sparse,5,1
8,3,"redundant:(1, 1):7",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 3):0",9,11,8,2,randomized,2,redundant,0,sparse,9,1
8,3,"redundant:(1, 0):2",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(2, 0):3",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(0, 3):4",5,11,8,2,randomized,2,redundant,0,sparse,5,1
8,3,"redundant:(0, 3):5",5,11,8,2,randomized,2,redundant,0,sparse,5,1
8,3,"redundant:(2, 0):6",3,11,8,2,randomized,2,redundant,0,sparse,3,1
8,3,"redundant:(1, 3):7",5,11,8,2,randomized,2,redundant,0,sparse,5,1
8,3,"redundant:(1, 0):0",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(0, 2):1",3,11,0,3,aligned,2,redundant,2,contiguous,5,3
8,3,"redundant:(1, 0):2",3,11,0,3,aligned,2,redundant,3,contiguous,6,3
8,3,"redundant:(1, 1):3",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 0):4",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 3):5",6,11,0,3,aligned,2,redundant,3,contiguous,9,3
8,3,"redundant:(3, 0):6",7,11,0,3,aligned,2,redundant,0,contiguous,7,1
8,3,"redundant:(3, 3):7",7,11,0,3,aligned,2,redundant,2,contiguous,9,3
8,3,"redundant:(3, 1):0",6,11,0,3,aligned,2,redundant,0,contiguous,6,1
8,3,"redundant:(3, 1):1",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 2):2",9,11,0,3,aligned,2,redundant,0,contiguous,9,1
8,3,"redundant:(2, 0):3",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 0):4",7,11,0,3,aligned,2,redundant,0,contiguous,7,1
8,3,"redundant:(0, 1):5",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 3):6",6,11,0,3,aligned,2,redundant,3,contiguous,9,3
8,3,"redundant:(3, 0):7",14,11,0,3,aligned,2,redundant,0,contiguous,14,1
8,3,"redundant:(0, 1):0",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 2):1",5,11,0,3,aligned,2,redundant,,contiguous,,4
8,3,"redundant:(0, 1):2",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 1):3",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 1):4",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(2, 2):5",6,11,0,3,aligned,2,redundant,0,contiguous,6,1
8,3,"redundant:(1, 3):6",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 1):7",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 2):1",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(0, 0):2",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 2):3",9,11,0,3,aligned,2,redundant,0,contiguous,9,1
8,3,"redundant:(1, 3):4",3,11,0,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(0, 3):6",5,11,0,3,aligned,2,redundant,0,contiguous,5,1
8,3,"redundant:(1, 0):0",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(0, 2):1",5,11,0,3,randomized,2,redundant,0,contiguous,5,1
8,3,"redundant:(1, 0):2",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 1):3",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 0):4",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 3):5",9,11,0,3,randomized,2,redundant,0,contiguous,9,1
8,3,"redundant:(3, 0):6",7,11,0,3,randomized,2,redundant,0,contiguous,7,1
8,3,"redundant:(3, 3):7",9,11,0,3,randomized,2,redundant,0,contiguous,9,1
8,3,"redundant:(3, 1):0",6,11,0,3,randomized,2,redundant,0,contiguous,6,1
8,3,"redundant:(3, 1):1",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 2):2",5,11,0,3,randomized,2,redundant,4,contiguous,9,3
8,3,"redundant:(2, 0):3",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 0):4",7,11,0,3,randomized,2,redundant,0,contiguous,7,1
8,3,"redundant:(0, 1):5",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 3):6",5,11,0,3,randomized,2,redundant,0,contiguous,5,1
8,3,"redundant:(3, 0):7",14,11,0,3,randomized,2,redundant,0,contiguous,14,1
8,3,"redundant:(0, 1):0",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 2):1",5,11,0,3,randomized,2,redundant,4,contiguous,9,3
8,3,"redundant:(0, 1):2",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 1):3",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 1):4",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(2, 2):5",6,11,0,3,randomized,2,redundant,0,contiguous,6,1
8,3,"redundant:(1, 3):6",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 1):7",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(1, 2):1",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(0, 0):2",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 2):3",5,11,0,3,randomized,2,redundant,4,contiguous,9,3
8,3,"redundant:(1, 3):4",3,11,0,3,randomized,2,redundant,0,contiguous,3,1
8,3,"redundant:(0, 3):6",5,11,0,3,randomized,2,redundant,0,contiguous,5,1
8,5,"redundant:(1, 0):0",3,11,0,3,aligned,2,redundant,4,sparse,7,3
8,5,"redundant:(0, 2):1",5,11,0,3,aligned,2,redundant,0,sparse,5,1
8,5,"redundant:(1, 0):2",3,11,0,3,aligned,2,redundant,3,sparse,6,3
8,5,"redundant:(1, 1):3",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 0):4",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 3):5",5,11,0,3,aligned,2,redundant,4,sparse,9,3
8,5,"redundant:(3, 0):6",7,11,0,3,aligned,2,redundant,0,sparse,7,1
8,5,"redundant:(3, 3):7",5,11,0,3,aligned,2,redundant,4,sparse,9,3
8,5,"redundant:(3, 1):0",6,11,0,3,aligned,2,redundant,0,sparse,6,1
8,5,"redundant:(3, 1):1",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 2):2",5,11,0,3,aligned,2,redundant,4,sparse,9,3
8,5,"redundant:(2, 0):3",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 0):4",7,11,0,3,aligned,2,redundant,0,sparse,7,1
8,5,"redundant:(0, 1):5",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 3):6",5,11,0,3,aligned,2,redundant,4,sparse,9,3
8,5,"redundant:(3, 0):7",14,11,0,3,aligned,2,redundant,0,sparse,14,1
8,5,"redundant:(0, 1):0",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 2):1",5,11,0,3,aligned,2,redundant,,sparse,,4
8,5,"redundant:(0, 1):2",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 1):3",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 1):4",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(2, 2):5",6,11,0,3,aligned,2,redundant,0,sparse,6,1
8,5,"redundant:(1, 3):6",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 1):7",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 2):1",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(0, 0):2",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 2):3",5,11,0,3,aligned,2,redundant,4,sparse,9,3
8,5,"redundant:(1, 3):4",3,11,0,3,aligned,2,redundant,0,sparse,3,1
8,5,"redundant:(0, 3):6",5,11,0,3,aligned,2,redundant,0,sparse,5,1
8,5,"redundant:(1, 0):0",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(0, 2):1",5,11,0,3,randomized,2,redundant,0,sparse,5,1
8,5,"redundant:(1, 0):2",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 1):3",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 0):4",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 3):5",7,11,0,3,randomized,2,redundant,2,sparse,9,3
8,5,"redundant:(3, 0):6",7,11,0,3,randomized,2,redundant,0,sparse,7,1
8,5,"redundant:(3, 3):7",9,11,0,3,randomized,2,redundant,0,sparse,9,1
8,5,"redundant:(3, 1):0",6,11,0,3,randomized,2,redundant,0,sparse,6,1
8,5,"redundant:(3, 1):1",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 2):2",5,11,0,3,randomized,2,redundant,4,sparse,9,3
8,5,"redundant:(2, 0):3",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 0):4",7,11,0,3,randomized,2,redundant,0,sparse,7,1
8,5,"redundant:(0, 1):5",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 3):6",5,11,0,3,randomized,2,redundant,4,sparse,9,3
8,5,"redundant:(3, 0):7",14,11,0,3,randomized,2,redundant,0,sparse,14,1
8,5,"redundant:(0, 1):0",3,11,0,3,randomized,2,redundant,,sparse,,2
8,5,"redundant:(3, 2):1",5,11,0,3,randomized,2,redundant,4,sparse,9,3
8,5,"redundant:(0, 1):2",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 1):3",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 1):4",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(2, 2):5",6,11,0,3,randomized,2,redundant,0,sparse,6,1
8,5,"redundant:(1, 3):6",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 1):7",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(1, 2):1",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(0, 0):2",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(3, 2):3",5,11,0,3,randomized,2,redundant,4,sparse,9,3
8,5,"redundant:(1, 3):4",3,11,0,3,randomized,2,redundant,0,sparse,3,1
8,5,"redundant:(0, 3):6",7,11,0,3,randomized,2,redundant,0,sparse,7,1
8,3,"redundant:(3, 0):0",7,11,2,3,aligned,2,redundant,0,contiguous,7,1
8,3,"redundant:(3, 3):1",9,11,2,3,aligned,2,redundant,0,contiguous,9,1
8,3,"redundant:(1, 2):2",3,11,2,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(0, 3):3",10,11,2,3,aligned,2,redundant,0,contiguous,10,1
8,3,"redundant:(1, 3):4",3,11,2,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(3, 0):5",7,11,2,3,aligned,2,redundant,0,contiguous,7,1
8,3,"redundant:(2, 3):6",4,11,2,3,aligned,2,redundant,0,contiguous,4,1
8,3,"redundant:(2, 0):7",3,11,2,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(2, 1):0",4,11,2,3,aligned,2,redundant,0,contiguous,4,1
8,3,"redundant:(1, 1):1",3,11,2,3,aligned,2,redundant,0,contiguous,3,1
8,3,"redundant:(0, 2):2",3,11,2,3,aligned,2,redundant,2,contiguous,5,3
